id,place,duration,title,date,height,filesize
qytQstnsp0c,Ephesus,464,Der Egelsee in Kärnten (drone view 4k),20200207,2160,972006132
iCZi-jN71lo,Hierapolis pamukkale,148,Hieralopis & Pamukkale 🇹🇷 - by DJI drone [full HD],20210820,2160,297566948
RLDaTFao_xc,Fasil ghebbi gondar region,71,Early morning drone flight over Church of Saint George in Lalibela Ethiopia,20190211,2160,134142573
DoK5NNs3Qkc,Fatehpur sikri,266,"buland darwaza, buland darwaza fatehpur sikri, buland darwaza agra, buland darwaza drone, Fatehpur",20200412,2160,397021640
wATxE_bNHGk,Fatehpur sikri,25,aerial drone flight path downtown dealerships mtns  timeramped,20191008,2160,49942004
EHyhiRDRY0A,Fort and shalamar gardens in lahore,246,lahore Pakistan 4k by drone,20210811,2160,302876873
8K4egkotlVw,Fort and shalamar gardens in lahore,217,Lahore 2021 5k drone footage,20210221,2880,351375337
aRWBDsFnjMU,Fort jesus mombasa,98,"DRONE CRASH: Watch how my drone (DJI Mavic Zoom) crashed into Nairobi's newest skyscraper, the GTC.",20210504,2160,176439609
jzbSBw0EkpM,Fort jesus mombasa,97,President Uhuru Kenyatta operates a specialised drone in Kilifi,20210722,2160,172604031
1u62UNpxCj0,Forth bridge,319,The Forth Bridges - Scotland - Cinematic drone footage,20180512,2160,675750896
tHyo-qEefhA,Old and new towns of edinburgh,552,Edinburgh Scotland Drone View 4k 🏴󠁧󠁢󠁳󠁣󠁴󠁿  | Ultra HD | Forth Bridge #scotland #edinburghdrone #dji,20210302,2160,1630070393
ocoIBFMYRA4,Forth bridge,126,"Forth Bridges. Relaxation video of natural Scotland, 4K drone.",20200228,2160,117116897
PWfmOwxT6mw,Forth bridge,480,Forth Rail bridge shot by drone,20200506,2160,375881451
_LeFOwcAs8U,Fortifications of vauban,108,Fortifications Vauban en drone,20200519,2160,214776405
mP3P9odD8jQ,Fortifications of vauban,102,"Ambleteuse,Fort Vauban/drone",20200919,2160,207298645
tn0yWRjRTF8,Fortress of suomenlinna,226,Suomenlinna from the mavic 2 drone air,20200625,2160,735842358
0JuhJscnO90,Forts and castles volta greater accra central and western regions,202,Elmina Castle Ghana drone footage,20170724,2160,431102364
cTdAxFbue8c,Forts and castles volta greater accra central and western regions,139,"Flying a drone through the Slave Dungeons at Elmina Castle, Ghana",20210518,2160,250641452
r9hwXFaNYQk,Fossil hominid sites of south africac,196,OUR PLANET PART 2 | The Dolomites and the Alps by drone | Filmed in 6K,20200111,3200,327534643
LnLuHTtphfY,Frontiers of the roman empire,100,"Roman fortress Castellum Fectio and ""Fort bij Vechten"" by drone.",20161201,2160,201270297
HDpX9dnJHmk,Vatican city,197,"Venice, Italy 🇮🇹 - by drone [4K]",20180608,2160,409021599
7PcPd3DK18g,Fujian tulou,137,Xiamen drone aerial view | episode 2 | 4K,20200925,2160,232465309
1pNbqUAonAw,Galpagos islands,275,Galapagos Islands by drone - AMAZING 4K Ultra HD,20171028,2160,588932190
uld5-MuK1lA,Galpagos islands,752,Explore Easter Island by drone....a unique view of a unique island.,20210920,2160,1483338727
EaJTWaG8Cuo,Garajonay national park,997,La Gomera 1 - Treking z dronem i piwem [4k 60fps UHD],20200322,2160,3508533158
O0_YXaP-7yw,Garajonay national park,832,LA PALMA  |  BEST OF drone travel video 4K,20210430,2880,1316877036
4Wx1JkCzYko,Mount athos,183,"Meteora Monasteries, Greece 🇬🇷 - by drone [4K]",20200214,2160,339694852
dsVXdlrBL78,Gelati monastery,174,"Maratea, Monte San Biagio, Basilicata, Italy, Christ the Redeemer | 4K drone footage, DJI Mavic Air",20180815,2160,364456740
cQlbld-faZU,Gochang hwasun and ganghwa dolmen sites,231,DRONESHOT / Ganghwa Island - One day Trip / 4K / 강화여행 드론샷 / www.droneshot.kr,20190915,2160,527100356
e6iWKaHBF30,Golden mountains of altai,164,Altai 2020 (drone footage) 4K,20200831,2160,261919017
EMd2iD5z8U0,Golden mountains of altai,165,Autumn in the Allgäu Alps (Cinematic drone video),20211023,2160,398307361
blwTQl-NIs0,Golden mountains of altai,25,"Cinematic drone fail, Altai region, Russia",20210124,2160,47740670
jlpzAvQ8t8s,Three parallel rivers of yunnan protected areas,131,"Grand Canyon, USA 🇺🇸 - by drone [4K]",20180907,2160,260083906
QYLdSqSIjPE,Grand canyon national park,175,Grand Canyon & Lake Powell by drone in 4K,20200102,2160,358596863
W_Ray0hbf9A,Great barrier reef,122,Besos from the Great Barrier Reef | North Queensland Australia | Travel drone video 4K,20190907,2160,283527923
bupFYH-qlEg,Great himalayan national park,499,Great National Himalayan Park | silent nature | awesome views | lake | Family tour | drone | ep-8,20210723,2160,1719748663
lgXR4qpcUcY,Great himalayan national park,307,The Urals: Turgoyak | Taganay 4K drone footage,20171104,2160,665440910
61hkC0wTzzo,Mount etna,186,The best drone footage of Kilimanjaro 4K,20190102,2160,283497697
K5pfUM1PP1Q,Great living chola temples,30,nature video by drone [4k],20210720,2160,67083275
0g98NCK-YIg,Great smoky mountains national park,569,"Gatlinburg TN, Pigeon Forge TN, Cherokee NC and Great Smoky Mountains | 4K drone footage",20210904,2160,1103721653
8-KiMO0yfdo,Group of monuments at mahabalipuram,183,Mahabalipuram shore temple | drone view | sairamyarabati,20210329,2160,331890032
Fm73srP4IiU,Gunung mulu national park,573,"Borneo Highlands, Sarawak, Bario, Batu Lawi 4K drone",20190710,2160,1040775902
-vr7ySisFmA,Gyeongju historic areas,249,Korea - Gyeongju 경주시 (drone 드론),20181229,2160,533599935
LFEie1oe3Eg,Seokguram grotto and bulguksa temple,258,"경주 여행 / Gyeongju, Korea (GoPro & Karma drone)",20201224,2160,468322801
WcI55XePm_s,Jeju volcanic island and lava tubes,192,The third Mavic 2 pro drone shot in Jeju.(Korea),20190912,2160,663769943
yhrkbH2tXq0,Ta national park,312,"Stunning Ha Long Bay, Vietnam drone footage 4K with best piano music",20210528,2160,363507885
sWgPdV2kr1c,Hallstattdachstein  salzkammergut cultural landscape,29,Hallstatt - Austria (4K drone view),20210826,2160,86471606
4UK4tEapDUM,Hanseatic city of lbeck,529,#Lübeck Germany #Lübeck by drone #Holstentor #4K,20210504,2160,1033611553
5ZxApiwDecQ,Hatra,217,Zakynthos  -Zante - Greece travel 4k (drone),20171016,2160,485225673
6XZOgg9WRhI,Hatra,552,"Hawaii, USA 🇺🇸 - by drone [4K]🏄‍♂️🏝",20190607,2160,1146703534
70L91h5s-_g,Hattusha the hittite capital,112,Old Adaminably by drone,20190520,2160,257631417
EYTrPJ7M7t4,Hattusha the hittite capital,122,Kapadokya ( Cappadocia ) drone footage in 4K [ TURKEY ],20190507,2160,235860678
9HBRkkThbA8,Hawaii volcanoes national park,18,Hawaii 3 - Volcanoes National Park - drone,20181127,2160,39506952
mgTGS-eAHW4,Rock islands southern lagoon,1377,Flying a drone in Iceland,20201231,2160,1232410523
E_1g00orFvw,Old towns of djenn,389,Aerial Scotland - Orkney in 4K   drone Video,20210622,2160,818579056
uOZsDwrcinE,Hebronal khalil old town,128,"Bsharri 2020, Lebanon, shot by drone.",20200821,2160,410732142
lhG7viTlr9w,Henderson island,208,"Destin, FL - Blue Destination - drone footage",20190721,2160,433393276
lOyI_7LGx4o,Hi an ancient town,356,"A drone footage of Saltpond, a beautiful ancient town in Ghana 🇬🇭",20210826,2160,684417283
NhHEbCGwibY,White city of tel avivthe modern movement,269,Tel Aviv - by drone [4K],20210423,2160,537301433
U_2EgF5PtJk,Hierapolis pamukkale,15561,Pamukkale Turkey 4K drone video - Music for sleep and relaxation,20210912,2160,25318973559
tXUc_ZD0G7Q,Himeji jo,348,Himeji castle - drone video,20190526,2160,732148182
IAhu_QINKWc,Himeji jo,89,Castles in Austria - by drone 4K (2019),20190522,2160,181010183
vfUrK9pFfUg,Old city of zamo,384,"Moscow, Russia 🇷🇺 - by drone [4K]",20201030,2160,785565706
SUff9wXxlfE,Historic centre of saint petersburg and related groups of monuments,438,"Saint Petersburg, Russia 🇷🇺 - by drone [4K]",20201113,2160,910300339
WpQ-eM7DCao,Historic areas of istanbul,793,Fascinating aerial views of Istanbul | 4K drone video,20210508,2160,1160304333
2bkMOpOKx8U,Historic areas of istanbul,201,"4k Istanbul|🇹🇷🇹🇷 drone footages, Turkey |beautiful places of Istanbul||ultra HD video",20210511,2160,319956065
s1stLajpjT0,Historic areas of istanbul,158,"Istanbul, Turkey 🇹🇷 by drone.",20210919,2160,302402495
8KOW6ed76Bg,Historic areas of istanbul,325,Istanbul drone view 4k.Istanbul aerial 4k.Istanbul drone view hd. Turkey 4k video ultra hd.,20210316,2160,567893776
411kxdFRCS0,Historic bridgetown and its garrison,54,St. Johns Bridge drone,20150119,2160,109294818
pNSDqpc4hEM,Historic bridgetown and its garrison,134,Tips and Tricks on How to travel with a drone while flying and cruising.,20181220,2160,246209890
u1S9p3IfCV0,Prehistoric city of el tajn,125,"Pyramids - Giza, Egypt 🇪🇬- by drone [4K]",20190614,2160,222220445
GVM1ylCdqi0,Historic cairo,43,Nile river in Cairo by drone dji mavic winter 2018,20181217,2160,74412629
KYo6lUn25gs,Historic centre of agadez,169,"Marina Bay, Singapore 🇸🇬 - by drone [4K]",20190927,2160,331836568
72kRM86V-dw,Palace and park of versailles,284,"Paris, France 🇫🇷 - by drone [4K]",20201002,2160,568300576
mWCioMqkzL8,Historic centre of brugge,816,"Bruges Belgium during Christmas, Walking Travel (4K and hd video)  and with a drone | by RGR food",20201213,2160,1320271343
AFb0MT7n05Q,Historic centre of brugge,218,"Tour de Teemu: Bruges, Belgium. March 2020 [4K drone video]",20200312,2160,490137912
7_WuTK9fH9Y,Historic centre of bukhara,319,"Islamabad, Pakistan 🇵🇰 - by drone [4K]",20200828,2160,443143869
S01BbNL8qlE,Historic centre of cordoba,259,Centro de Cordoba Argentina desde el drone,20180514,2160,522295571
QyMlLt7tAPw,Historic centre of florence,139,"Florence, Italy 🇮🇹 - by drone in 4K UHD",20200522,2160,225618762
927C1UIrE5w,Historic centre of guimares,32,Sintra National Palace Aerial / Portugal drone 4K,20200305,2160,66567268
ZOJ1X_XeqKE,Historic centre of krakw,90,Morning in Krakow - drone video,20210402,2160,80603680
7YCQo1gmg1c,Historic centre of lima,1945,Lima Peru 2021 4k | lima perú 2021 | Peru drone 2021  | miraflores Lima Peru | machu picchu,20211012,2160,2544714147
Zb5VUmYCY7Q,Historic centre of lima,239,"Sra das Neves, Correlhã, Ponte de Lima (drone 4K)",20180325,2160,506953742
IXvwqI0CJ3M,Historic centre of lima,1235,Lima Peru 2021 4k | lima perú 2021 | Peru drone 2021  | miraflores Lima Peru | machu picchu,20210829,2160,1927487896
O5bxRJilE90,Historic centre of macao,386,Discover Atlanta by drone | An aerial adventure in 4K,20210529,2160,614627472
QLXn8TQ7qz4,Historic centre of macao,96,"Hornsberg, Stockholm in the sunset - drone flight",20210121,2160,111887100
bOk9FFZMofE,Tower of hercules,305,"Prague, Czech Republic 🇨🇿 - by drone [4K]",20210604,2160,428057970
uedWKf6RnIA,Historic centre of prague,66,AUTUMN IN PRAGUE | drone video [4K],20161102,2160,149291891
H8yGwPJAT0A,Historic centre of the city of salzburg,145,Salzburg drone footage [AUSTRIA] in 4K,20171113,2160,450413024
0ouAN_SisJA,Historic centre of the city of pienza,365,"SAN GIMIGNANO aerial view, Tuscany Italy travel | 4K drone footage",20210805,2160,1176258054
qr3tvR2tcJA,Itchan kala khiva,261,Uzbekistan from above. Best drone video of the Uzbekistan country by AirCinema. 6K.,20200417,3200,529530280
HlE1cznTExQ,Historic centre of siena,198,MONTERIGGIONI fortress of Siena by drone 4K | Tuscany from above | Aerial drone cinematic,20211010,2160,633988974
TjK7FC_mznA,Historic centre of sighioara,262,"Sighisoara , Transylvania , drone footage with dji mavic  mini",20200830,2160,569864365
6Dx6Lk1WHzQ,Historic centre of sighioara,66,"Discovering Romania drone video - Hamace la inaltime, Baia de fier",20211021,2160,180348191
ohtYhqegfiI,Historic centre of sighioara,157,Sighisoara 2021 | Turnul cu ceas | video drone 4K | Viziteaza Romania |,20210427,2160,281357289
RpvFDssfF_4,Historic centre of so lus,813,Crazy fpv drone meet up in the desert! | part one,20211030,2160,1692916695
5d9vXBApV0A,White city of tel avivthe modern movement,225,Tel Aviv Yafo (תֵּל־אָבִיב-יָפוֹ‎) City Israel by drone | Tel Aviv City tour 4k aerial view #TelAviv,20210521,2160,341221008
pMRE7ofQE3U,Old city of zamo,517,"Munich, Germany 🇩🇪 - by drone [4K]",20210514,2160,955802577
CnLj0so2qI8,Historic centre of tel,190,Tel Aviv drone video          תל-אביב ממעוף הרחפן,20200919,2160,555466306
t2oDO5aeqXE,Historic centre of tel,283,"Paris, France - City by drone 4K - View skyline 2021",20210820,2160,792522297
Pvuv-tfpoOc,Historic centre of tel,167,Israel Caesarea National Park AERIAL DRONE VIDEO in 4K. Amazing drone shots. Phantom 4 Pro,20170527,2160,546491743
qFKGVGzA7cU,Natural and culturo historical region of kotor,527,Hangzhou (杭州) City 4K aerial view by drone | Hangzhou City China | Hangzhou city tour | #hangzhou,20210509,2160,855342528
D_POV5IKSzQ,Historic centre of the city of pienza,347,Punkaharju Topeliuksen Polku 4K drone scenery Finland from Air,20210427,2160,997113199
0m9hlPUUeJw,Old city of sanaa,357,"AREZZO awesome Tuscany by drone 4K, Wonderful Italy from above 😎",20210923,2160,1144593314
cFGhee-adX4,Royal palaces of abomey,359,"Amsterdam, Netherlands 🇳🇱 - by drone [4K]",20210723,2160,838883030
K21jDs5yZwc,Historic centre of the town of gois,219,"Drone night city flight - 🇧🇷 Brazil, Goiania drone 4k 2021",20210825,2160,357044384
xW-eBAlhjJ4,Old town of ghadams,327,"Istanbul, Turkey 🇹🇷 - by drone [4K]",20210716,2160,407491858
yiWDltcGOwo,Historic centre of vora,134,Wolfsberg 🇦🇹 Austria | zamek | drone | 4K,20210526,2160,246765921
D-ddOv1GbbU,Historic centre of warsaw,175,Warsaw the old and new city (by drone FPV),20200913,2160,352154032
ageOd_UFri0,Historic centre old town of tallinn,1013,Beautiful Tallinn Old Town by drone - continuous video,20170816,2160,2355174835
RZtpsplozTk,Historic centres of berat and gjirokastra,216,"Gjirokastra by drone - Gjirokastër, Albania [4K Ultra HD]",20180415,2160,451836865
fvReqXW79zI,Historic city of sucre,249,A drone flew over Bolivia,20171123,2160,520178082
YQl0KK0vyNo,Historic city of sucre,150,4K Varennes relaxing drone flyover,20160908,2160,332702647
kKLvBgtnuWc,Historic city of toledo,300,"Amazing Aerial View from Toledo, Spain | Xiaomi mi drone 4k flight video",20171007,2160,663933418
QNBA5iA4sHc,Historic city of trogir,888,"STARI TROGIR, 4K drone",20171001,2160,2037360288
EWZtRlwb_2U,Historic district of old qubec,120,DJI Mavic Pro 4k | Quebec City | Chateau Frontenac by drone,20170917,2160,265681007
2zrU93RQWkE,Historic fortified city of carcassonne,213,My drone travels to Beynac Sarlat Rocamadour and Carcassonne,20170702,2160,478264068
dA-5iH3ypZw,Historic monuments of ancient nara,263,Japan No.1 view of Bullet train and Mount Fuji with drone.,20210706,2160,513190987
vdU35Py3I6w,Historic monuments of novgorod and surroundings,334,Yekaterinburg City Russia by Drone [4K] || Yekaterinburg Drone View || 4K drone footage #4K,20210625,2160,491534728
XXC-B4AT3Xg,Historic monuments zone of quertaro,231,Torrevieja 4k Spain | Downtown Torrevieja Spain 4K drone footage | Costa blanca beaches spain 2021,20211014,2160,359725678
nVFLnJ0sdN8,Historic mosque city of bagerhat,40,FPV drone flying||Bagerhat||Drone footage,20210412,2160,86875811
uTdNDg19Q2s,Historic site of lyon,144,Montpellier & Saint-Guilhem-le-Désert aerial drone movie,20171221,2160,313408808
M9HugXU-xb8,Historical monuments at makli thatta,421,Karli Jheel Noori Jam Tamachi Mazar 2k19 with drone view,20190113,2160,686741069
uEH8rgQYFWY,Historical monuments of mtskheta,388,"Georgia's HUGE cathedrals and monasteries: Svetitskhoveli, Jvari, and Samtavro - 4K drone footage",20211017,2160,660793483
_xDKJkJ-yjU,Historical monuments of mtskheta,564,Friendship Monument between Russia and Georgia by drone,20190517,2160,1193279576
pZkTJZUIO6Y,Historical monuments of mtskheta,128,Best of Georgia by drone,20210625,2160,308465463
G6n3kKr4elo,Hospicio cabaas guadalajara,268,[TEST] Vuelo de drone en 360 grados; Los Arcos del Milenio Gdl,20150316,2160,595562394
AxcoL41E5Ao,Huascarn national park,291,Manu National Park from drone perspective. Discover Amazon Jungle in Peru,20190125,2160,829528461
b68zmzNcj9U,Mount wuyi,280,"Mount Wutai - Part1 daytime drone shots of Buddhism temple, China",20211001,2160,592015166
ZqSApAyk7Wc,Mount wuyi,228,"Mount Wutai - Part3 Mountain top drone shots of Buddhism temple, China",20211001,2160,426265000
aIVKO23KqNM,Plitvice lakes national park,239,"KRKA Waterfalls / National Park, Croatia 🇭🇷 - by drone [4K] remastered",20190731,2160,647222779
h8QWFD5gVNg,Ilulissat icefjord,303,10 Tips to get cinematic drone footages with cheaper drones l Dji Spark l Dji Mavic mini Tips,20200803,2160,451072890
cF-D5D2n6xo,Imperial tombs of the ming and qing dynasties including the ming tombs and the ming xiaoling mausoleum,120,Tombeaux des Ming à Pékin: Changling (drone),20171026,2160,264981048
9B4Tut9Jdeg,Ingvellir national park,223,Thingvellir - Almannagjá Iceland ravine drone flyover,20210824,2160,479746057
kZPgl5rq8js,Irdf woudagemaal df wouda steam pumping station,486,Maaldag stoomgemaal Nijkerk - Hemelvaart 2015 | Gefilmd met een drone,20150514,2160,1217203373
x50vw4A39WI,Ironbridge gorge,196,IronBridge | Shropshire - Aerial view by DJI MAVIC 2 Pro - 4K drone footage,20200323,2160,446396545
KGhu0tfSXqY,Ironbridge gorge,172,Ironbridge Shropshire drone footage 4k.,20190112,2160,351805948
a-YIWlNeY9c,Ironbridge gorge,228,Brown Clee Hill - highest point in Shropshire - 4k drone footage,20190512,2160,513822923
mdNrIxXLbxE,Socotra archipelago,422,"Vulcano Islands by drone 4K,  Aeolian Islands, Italy drone footage",20180519,2160,839502953
OQ7lV2mS410,Island of gore,228,"Isola di Cirella Calabria 4K, Italy by drone, Aerial footage",20181010,2160,482454215
q6xX1lnhe1E,Island of gore,378,MONTEPULCIANO in the morning by drone 4K | Aerial  Italy footage |  Tuscany from above,20211018,2160,1190655951
FwVhfXzrHbk,Island of gore,285,"CASTELMOLA the most beautiful view of Sicily, 4K drone footage",20200223,2160,553286664
JB3t7zZ5COY,Island of gore,232,"Diamante Calabria, Italy vacations | 4K drone footage, DJI Mavic Air",20180731,2160,490428602
KGClXTb-Tss,Island of gore,526,"The Very Best of TROPEA, Calabria, Italy | Spiaggia della Rotonda, Aerial 4k drone footage",20180524,2160,1153730367
2wa_5rKvyww,Island of gore,335,"SCILLA, Calabria, Italy | 4K drone footage, DJI Mavic Air",20180517,2160,710594232
1oCqQYnBybs,Old town of corfu,300,CORFU by drone (4K) *Greece 2021* 🇬🇷,20190607,2160,712973701
lNQYLkB76O8,Island of saint louis,243,"St Louis, Missouri | 4K drone footage",20191125,2160,437806884
NO0S1aL8qmM,Island of saint louis,170,Mississippi river near St. Louis (Portage island) - drone view 4K resolution,20171216,2160,371445485
5l6eUqvRyG4,Island of saint louis,490,Mauritius 🇲🇺 - by drone [4K],20210618,2160,885758237
jO9aAWAPIsw,Island of saint louis,66,"Oahu by drone: Moko o Loe (Coconut Island), Kaneohe Bay",20210316,2160,212984361
6avYY4UgeDE,Vatnajkull national park  dynamic nature of fire and ice,3651,Iceland 4K Scenic Relaxation Film | 🇮🇸 Iceland Drone Video with Peaceful Music | #Iceland4Kdrone,20210719,2160,11631091184
7Bio2ZJYUV0,Isole eolie aeolian islands,204,"Vulcano Island Sicily, Italy - 4K drone video",20180908,2160,400967532
0CBfYJNM7Bo,Shrines and temples of nikko,87,A beautiful landscape in Japan Temple Shinto shrine 4K drone,20170901,2160,278620546
gYi51iEyf8A,Jaipur city,307,"Kuwait City, Kuwait 🇰🇼 - by drone [4K] | مدينة الكويت من فوق",20200918,2160,439928114
goUUXL5IjVs,Jeju volcanic island and lava tubes,122,volcano midnight with drone,20210513,2160,232615102
0bCGA6GQvCs,Wulingyuan scenic and historic interest area,346,ZHANGJIAJIE China most Amazing National Forest Park (Avatar floating mountains). Best by drone (4K),20200915,2160,694036106
7BVKEy20FXk,Jodrell bank observatory,177,Astronomical radio telescope. X-files / DJI Mavic 2 cinematic 4K drone video,20210304,2160,442887359
